Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Age,Outlet_Size,Outlet_Location_Type,Outlet_Type
FD,17.6,Low Fat,0.104371086,snacks_breakfast_type,164.4868,38,Medium,Tier 3,Supermarket Type3
FD,9.27,Low Fat,0.062136785,Dairy,150.605,16,,Tier 2,Supermarket Type1
FD,9.8,Regular,0.139930125,Baking Goods,50.5008,38,Medium,Tier 3,Supermarket Type3
FD,10.195,Low Fat,0.08029289,snacks_breakfast_type,120.844,26,Small,Tier 1,Supermarket Type1
FD,14.15,Low Fat,0.0,Fruits and Vegetables,123.3046,24,Medium,Tier 1,Supermarket Type1
FD,8.38,Regular,0.047078339,Baking Goods,111.357,14,Medium,Tier 3,Supermarket Type2
FD,11.5,Regular,0.125798231,Frozen Foods,102.5358,24,Medium,Tier 1,Supermarket Type1
FD,13.6,Regular,0.049689828,Frozen Foods,110.3912,21,,Tier 2,Supermarket Type1
FD,18.2,Low Fat,0.049278643,Fruits and Vegetables,147.1734,36,High,Tier 3,Supermarket Type1
DR,7.63,Low Fat,0.061013491,Drinks,96.0436,36,High,Tier 3,Supermarket Type1
FD,10.195,Low Fat,0.042007527,snacks_breakfast_type,43.2428,24,Medium,Tier 1,Supermarket Type1
FD,19.7,Regular,0.016205646,others,188.8556,26,Small,Tier 1,Supermarket Type1
FD,17.75,Regular,0.037880729,Baking Goods,152.7656,19,Small,Tier 2,Supermarket Type1
DR,9.695,Low Fat,0.070731517,Drinks,178.0344,14,Medium,Tier 3,Supermarket Type2
FD,8.84,Regular,0.076498396,Frozen Foods,108.9228,36,High,Tier 3,Supermarket Type1
FD,17.75,Low Fat,0.030435601,Dairy,255.9672,26,Small,Tier 1,Supermarket Type1
FD,14.85,Regular,0.035328539,Fruits and Vegetables,158.5578,21,,Tier 2,Supermarket Type1
DR,5.78,Low Fat,0.014637395,Drinks,144.7102,16,,Tier 2,Supermarket Type1
FD,5.94,Low Fat,0.034857707,others,180.4344,36,High,Tier 3,Supermarket Type1
FD,4.79,Low Fat,0.162119533,snacks_breakfast_type,121.2098,38,Small,Tier 1,Grocery Store
FD,12.5,Low Fat,0.124739062,Starchy Foods,128.102,38,Small,Tier 1,Grocery Store
FD,21.35,Low Fat,0.07786478,Fruits and Vegetables,97.0094,24,Medium,Tier 1,Supermarket Type1
NC,5.825,Low Fat,0.09200271,others,161.8894,16,,Tier 2,Supermarket Type1
FD,6.67,Regular,0.089948119,snacks_breakfast_type,132.6626,26,Small,Tier 1,Supermarket Type1
NC,12.8,Low Fat,0.091037229,others,108.9938,26,Small,Tier 1,Supermarket Type1
FD,7.84,Regular,0.0,others,51.035,36,High,Tier 3,Supermarket Type1
FD,6.75,Regular,0.10885123,Dairy,96.8752,16,,Tier 2,Supermarket Type1
FD,9.6,Low Fat,0.142195014,Baking Goods,105.728,25,,Tier 3,Grocery Store
FD,10.3,Regular,0.030631225,Fruits and Vegetables,116.4176,21,,Tier 2,Supermarket Type1
NC,6.825,Low Fat,0.059797172,others,263.2226,36,High,Tier 3,Supermarket Type1
FD,7.36,Low Fat,0.0,Frozen Foods,59.2588,36,High,Tier 3,Supermarket Type1
FD,6.305,Regular,0.123812157,snacks_breakfast_type,96.3436,16,,Tier 2,Supermarket Type1
NC,13.0,Low Fat,0.138660307,others,62.9194,25,,Tier 3,Grocery Store
DR,5.73,Low Fat,0.045442396,Drinks,85.4882,24,Medium,Tier 1,Supermarket Type1
FD,5.26,Regular,0.024647467,snacks_breakfast_type,96.4068,16,,Tier 2,Supermarket Type1
FD,8.62,Low Fat,0.115686024,Fruits and Vegetables,96.0436,38,Medium,Tier 3,Supermarket Type3
NC,9.1,Low Fat,0.055654536,others,114.1518,14,Medium,Tier 3,Supermarket Type2
NC,8.43,Low Fat,0.297424743,others,174.2422,25,,Tier 3,Grocery Store
FD,15.85,Regular,0.121821828,Baking Goods,60.722,24,Medium,Tier 1,Supermarket Type1
FD,20.0,Regular,0.104672114,others,105.2622,16,,Tier 2,Supermarket Type1
FD,5.425,Regular,0.114450757,Baking Goods,90.3514,19,Small,Tier 2,Supermarket Type1
FD,16.5,Regular,0.066624286,snacks_breakfast_type,180.9292,16,,Tier 2,Supermarket Type1
FD,18.35,Regular,0.0,Frozen Foods,184.6266,16,,Tier 2,Supermarket Type1
FD,16.7,Regular,0.042705388,Dairy,120.2782,21,,Tier 2,Supermarket Type1
FD,14.1,Low Fat,0.113173172,Baking Goods,52.9956,36,High,Tier 3,Supermarket Type1
FD,19.1,Regular,0.025850623,Fruits and Vegetables,149.0418,36,High,Tier 3,Supermarket Type1
FD,17.6,Regular,0.089014099,Starchy Foods,46.506,25,,Tier 3,Grocery Store
FD,5.44,Regular,0.017158459,Baking Goods,176.037,16,,Tier 2,Supermarket Type1
FD,13.65,Regular,0.013058345,Fruits and Vegetables,116.3834,24,Medium,Tier 1,Supermarket Type1
FD,7.79,Low Fat,0.088278814,Fruits and Vegetables,62.051,38,Medium,Tier 3,Supermarket Type3
FD,17.6,Low Fat,0.097232874,Meat,156.0314,25,,Tier 3,Grocery Store
FD,10.3,Low Fat,0.117232927,Dairy,266.2226,25,,Tier 3,Grocery Store
NC,12.15,Low Fat,0.064347565,others,253.504,38,Medium,Tier 3,Supermarket Type3
DR,9.0,Low Fat,0.039145429,Drinks,38.619,16,,Tier 2,Supermarket Type1
FD,15.85,Regular,0.061095976,Meat,44.6744,26,Small,Tier 1,Supermarket Type1
FD,20.25,Regular,0.022557789,Dairy,247.7092,21,,Tier 2,Supermarket Type1
FD,8.355,Low Fat,0.023314389,Baking Goods,91.2462,25,,Tier 3,Grocery Store
FD,16.5,Regular,0.068231673,others,102.899,24,Medium,Tier 1,Supermarket Type1
FD,10.395,Low Fat,0.03135221,others,158.6604,14,Medium,Tier 3,Supermarket Type2
FD,8.8,Low Fat,0.119558153,snacks_breakfast_type,210.5612,25,,Tier 3,Grocery Store
FD,9.3,Low Fat,0.305264825,snacks_breakfast_type,105.5964,38,Small,Tier 1,Grocery Store
FD,6.895,Low Fat,0.037594397,Meat,140.8812,25,,Tier 3,Grocery Store
NC,11.8,Low Fat,0.058736238,others,78.5618,26,Small,Tier 1,Supermarket Type1
FD,8.71,Low Fat,0.121438886,others,93.6778,24,Medium,Tier 1,Supermarket Type1
FD,6.92,Regular,0.130900158,snacks_breakfast_type,91.2804,19,Small,Tier 2,Supermarket Type1
FD,15.85,Low Fat,0.136710131,others,94.1094,24,Medium,Tier 1,Supermarket Type1
FD,7.785,Regular,0.038192036,Fruits and Vegetables,106.5964,24,Medium,Tier 1,Supermarket Type1
FD,19.85,Low Fat,0.04458772,Dairy,86.9856,21,,Tier 2,Supermarket Type1
FD,21.35,Low Fat,0.077901576,Fruits and Vegetables,96.9094,21,,Tier 2,Supermarket Type1
FD,14.0,Regular,0.031316108,others,52.564,24,Medium,Tier 1,Supermarket Type1
NC,20.2,Low Fat,0.011844058,others,152.534,21,,Tier 2,Supermarket Type1
FD,20.75,Regular,0.063583911,snacks_breakfast_type,153.7682,14,Medium,Tier 3,Supermarket Type2
FD,10.895,Low Fat,0.035820019,Fruits and Vegetables,130.5284,21,,Tier 2,Supermarket Type1
FD,10.8,Regular,0.047910156,Baking Goods,39.8138,38,Medium,Tier 3,Supermarket Type3
FD,21.25,Low Fat,0.0,snacks_breakfast_type,174.537,16,,Tier 2,Supermarket Type1
FD,16.2,Low Fat,0.036114404,Fruits and Vegetables,258.8278,16,,Tier 2,Supermarket Type1
FD,11.6,Regular,0.078914647,Frozen Foods,83.1276,19,Small,Tier 2,Supermarket Type1
FD,13.65,Low Fat,0.06972729,Frozen Foods,33.2558,38,Small,Tier 1,Grocery Store
FD,6.215,Regular,0.04969885,Baking Goods,223.9062,24,Medium,Tier 1,Supermarket Type1
DR,16.75,Low Fat,0.021267169,Drinks,53.2298,21,,Tier 2,Supermarket Type1
FD,5.26,Regular,0.024608674,snacks_breakfast_type,98.8068,14,Medium,Tier 3,Supermarket Type2
FD,7.22,Regular,0.038537981,Baking Goods,64.951,16,,Tier 2,Supermarket Type1
DR,15.75,Low Fat,0.165035146,Dairy,37.6506,38,Medium,Tier 3,Supermarket Type3
NC,10.895,Low Fat,0.027089826,others,50.6666,24,Medium,Tier 1,Supermarket Type1
FD,6.055,Low Fat,0.031166435,Fruits and Vegetables,160.1578,21,,Tier 2,Supermarket Type1
FD,12.5,Low Fat,0.031043803,Fruits and Vegetables,101.799,19,Small,Tier 2,Supermarket Type1
FD,6.035,Low Fat,0.141831427,snacks_breakfast_type,152.4998,14,Medium,Tier 3,Supermarket Type2
FD,15.1,Regular,0.168259451,Meat,130.4942,38,Small,Tier 1,Grocery Store
FD,16.1,Regular,0.022756451,Fruits and Vegetables,108.8596,25,,Tier 3,Grocery Store
FD,12.5,Regular,0.073849696,others,86.3198,24,Medium,Tier 1,Supermarket Type1
FD,15.6,Regular,0.035650779,snacks_breakfast_type,112.9518,14,Medium,Tier 3,Supermarket Type2
FD,17.85,Low Fat,0.044714995,snacks_breakfast_type,125.402,16,,Tier 2,Supermarket Type1
NC,10.895,Low Fat,0.045272429,others,50.2666,25,,Tier 3,Grocery Store
FD,15.1,Regular,0.09608226,Meat,134.2942,19,Small,Tier 2,Supermarket Type1
FD,7.97,Low Fat,0.021517566,others,108.2596,36,High,Tier 3,Supermarket Type1
FD,14.5,Regular,0.128260071,Baking Goods,104.1332,26,Small,Tier 1,Supermarket Type1
FD,18.7,Low Fat,0.089411048,snacks_breakfast_type,254.8672,24,Medium,Tier 1,Supermarket Type1
FD,6.865,Regular,0.035840212,Frozen Foods,245.0486,26,Small,Tier 1,Supermarket Type1
FD,12.8,Low Fat,0.069281708,Starchy Foods,263.5252,38,Medium,Tier 3,Supermarket Type3
NC,14.0,Low Fat,0.028862957,others,128.431,26,Small,Tier 1,Supermarket Type1
DR,10.8,Low Fat,0.058763973,Drinks,72.238,16,,Tier 2,Supermarket Type1
FD,6.78,Regular,0.086293322,Fruits and Vegetables,229.3694,16,,Tier 2,Supermarket Type1
FD,7.52,Regular,0.044014888,Baking Goods,181.795,19,Small,Tier 2,Supermarket Type1
FD,6.865,Regular,0.035833435,Frozen Foods,244.7486,19,Small,Tier 2,Supermarket Type1
DR,11.65,Low Fat,0.01948183,Drinks,40.1164,16,,Tier 2,Supermarket Type1
FD,14.0,Low Fat,0.023619935,Baking Goods,103.3332,38,Medium,Tier 3,Supermarket Type3
FD,9.695,Regular,0.029164278,others,175.237,26,Small,Tier 1,Supermarket Type1
FD,11.5,Low Fat,0.080756828,snacks_breakfast_type,118.0124,38,Small,Tier 1,Grocery Store
NC,14.0,Low Fat,0.024326578,others,41.9454,19,Small,Tier 2,Supermarket Type1
FD,6.195,Low Fat,0.071925626,snacks_breakfast_type,121.9098,36,High,Tier 3,Supermarket Type1
FD,17.6,Low Fat,0.008017245,Dairy,170.8422,21,,Tier 2,Supermarket Type1
DR,17.25,Low Fat,0.084463753,Drinks,262.291,24,Medium,Tier 1,Supermarket Type1
DR,19.7,Low Fat,0.067823104,Drinks,124.6362,38,Small,Tier 1,Grocery Store
FD,6.17,Low Fat,0.0,Meat,64.0826,19,Small,Tier 2,Supermarket Type1
NC,14.75,Low Fat,0.032884127,others,236.5906,19,Small,Tier 2,Supermarket Type1
FD,21.25,Low Fat,0.017506543,Meat,184.0608,38,Small,Tier 1,Grocery Store
FD,12.3,Low Fat,0.021856851,Frozen Foods,191.8162,19,Small,Tier 2,Supermarket Type1
FD,20.25,Regular,0.022603838,Dairy,248.1092,14,Medium,Tier 3,Supermarket Type2
FD,14.0,Low Fat,0.030088502,Fruits and Vegetables,216.6192,19,Small,Tier 2,Supermarket Type1
NC,7.105,Low Fat,0.045062219,others,58.4562,16,,Tier 2,Supermarket Type1
FD,15.35,Regular,0.11344683,Fruits and Vegetables,193.7504,21,,Tier 2,Supermarket Type1
NC,12.0,Low Fat,0.104143397,others,262.2278,36,High,Tier 3,Supermarket Type1
FD,17.5,Low Fat,0.087780702,snacks_breakfast_type,105.099,25,,Tier 3,Grocery Store
FD,15.7,Regular,0.121873881,Fruits and Vegetables,113.1544,38,Medium,Tier 3,Supermarket Type3
DR,7.39,Low Fat,0.0,Drinks,191.753,19,Small,Tier 2,Supermarket Type1
FD,13.6,Regular,0.049589259,Frozen Foods,109.7912,26,Small,Tier 1,Supermarket Type1
FD,11.1,Low Fat,0.176933493,Baking Goods,159.1604,14,Medium,Tier 3,Supermarket Type2
FD,8.0,Regular,0.030388183,snacks_breakfast_type,247.8092,14,Medium,Tier 3,Supermarket Type2
FD,9.21,Low Fat,0.008763128,Fruits and Vegetables,120.2414,19,Small,Tier 2,Supermarket Type1
FD,16.2,Low Fat,0.103683012,others,105.099,21,,Tier 2,Supermarket Type1
FD,20.35,Low Fat,0.141697997,snacks_breakfast_type,122.5072,36,High,Tier 3,Supermarket Type1
NC,18.6,Low Fat,0.012725138,others,121.8414,16,,Tier 2,Supermarket Type1
FD,8.935,Low Fat,0.067257683,Frozen Foods,53.3298,25,,Tier 3,Grocery Store
FD,7.35,Low Fat,0.028639386,Fruits and Vegetables,41.7454,24,Medium,Tier 1,Supermarket Type1
FD,13.35,Low Fat,0.064896679,Baking Goods,90.0804,36,High,Tier 3,Supermarket Type1
FD,8.27,Regular,0.090060741,snacks_breakfast_type,150.3708,16,,Tier 2,Supermarket Type1
DR,7.27,Low Fat,0.071018789,Drinks,114.4518,36,High,Tier 3,Supermarket Type1
FD,10.195,Regular,0.145839766,Dairy,194.9794,19,Small,Tier 2,Supermarket Type1
FD,11.65,Low Fat,0.040514888,Fruits and Vegetables,186.524,26,Small,Tier 1,Supermarket Type1
FD,9.895,Regular,0.048621862,Frozen Foods,259.1278,36,High,Tier 3,Supermarket Type1
FD,19.1,Low Fat,0.096265377,Fruits and Vegetables,233.7958,38,Medium,Tier 3,Supermarket Type3
FD,10.8,Low Fat,0.098413825,Meat,98.8042,26,Small,Tier 1,Supermarket Type1
DR,11.6,Low Fat,0.041009558,Drinks,141.0154,24,Medium,Tier 1,Supermarket Type1
FD,17.6,Regular,0.01611834,snacks_breakfast_type,45.2402,16,,Tier 2,Supermarket Type1
NC,9.0,Low Fat,0.019490421,others,169.3474,36,High,Tier 3,Supermarket Type1
FD,8.71,Regular,0.072095416,others,184.7924,36,High,Tier 3,Supermarket Type1
FD,10.5,Regular,0.143118865,snacks_breakfast_type,160.8578,14,Medium,Tier 3,Supermarket Type2
NC,14.75,Low Fat,0.032957049,others,239.1906,21,,Tier 2,Supermarket Type1
FD,12.85,Low Fat,0.13750615,snacks_breakfast_type,156.863,21,,Tier 2,Supermarket Type1
NC,14.35,Low Fat,0.029832699,others,109.7228,38,Small,Tier 1,Grocery Store
FD,19.35,Low Fat,0.026288547,Fruits and Vegetables,167.0474,14,Medium,Tier 3,Supermarket Type2
FD,16.85,Regular,0.0,Frozen Foods,193.2478,14,Medium,Tier 3,Supermarket Type2
FD,20.0,Regular,0.051572555,Frozen Foods,126.9678,24,Medium,Tier 1,Supermarket Type1
NC,12.15,Low Fat,0.064606878,others,253.604,36,High,Tier 3,Supermarket Type1
NC,7.68,Low Fat,0.152556491,others,85.1224,26,Small,Tier 1,Supermarket Type1
FD,14.15,Low Fat,0.0,others,255.8014,26,Small,Tier 1,Supermarket Type1
FD,16.35,Low Fat,0.032589486,Meat,167.7842,24,Medium,Tier 1,Supermarket Type1
FD,20.0,Regular,0.051482762,Frozen Foods,128.8678,19,Small,Tier 2,Supermarket Type1
FD,20.85,Low Fat,0.039529574,Meat,117.7808,36,High,Tier 3,Supermarket Type1
FD,7.29,Low Fat,0.087480308,Dairy,158.3288,38,Small,Tier 1,Grocery Store
FD,17.85,Low Fat,0.052282677,snacks_breakfast_type,122.5072,21,,Tier 2,Supermarket Type1
FD,6.035,Low Fat,0.14125601,snacks_breakfast_type,155.3998,26,Small,Tier 1,Supermarket Type1
FD,12.35,Regular,0.072381223,Dairy,48.4692,19,Small,Tier 2,Supermarket Type1
FD,18.7,Regular,0.153282667,Meat,180.4292,25,,Tier 3,Grocery Store
FD,6.48,Low Fat,0.033735736,snacks_breakfast_type,148.5076,38,Medium,Tier 3,Supermarket Type3
NC,18.35,Low Fat,0.030489311,others,191.1162,19,Small,Tier 2,Supermarket Type1
NC,10.695,Low Fat,0.064123807,others,36.9848,16,,Tier 2,Supermarket Type1
FD,18.7,Regular,0.123772093,Frozen Foods,229.801,38,Small,Tier 1,Grocery Store
FD,7.89,Low Fat,0.036190683,Dairy,120.4782,24,Medium,Tier 1,Supermarket Type1
FD,6.655,Low Fat,0.016955625,Fruits and Vegetables,210.4586,19,Small,Tier 2,Supermarket Type1
FD,15.85,Low Fat,0.0,Starchy Foods,37.5164,36,High,Tier 3,Supermarket Type1
FD,8.35,Regular,0.12676414,Frozen Foods,74.2354,36,High,Tier 3,Supermarket Type1
FD,12.5,Low Fat,0.071388493,Starchy Foods,128.302,21,,Tier 2,Supermarket Type1
FD,6.42,Low Fat,0.093620227,Dairy,180.3002,38,Small,Tier 1,Grocery Store
FD,20.25,Regular,0.102638435,others,91.212,36,High,Tier 3,Supermarket Type1
NC,11.5,Low Fat,0.036729896,others,134.3942,38,Small,Tier 1,Grocery Store
DR,10.1,Low Fat,0.046679027,Drinks,61.9878,21,,Tier 2,Supermarket Type1
FD,6.76,Regular,0.050744935,Fruits and Vegetables,79.496,38,Small,Tier 1,Grocery Store
FD,7.1,Low Fat,0.110011687,Fruits and Vegetables,173.608,26,Small,Tier 1,Supermarket Type1
FD,12.85,Low Fat,0.099147047,Frozen Foods,38.4164,24,Medium,Tier 1,Supermarket Type1
FD,7.68,Low Fat,0.07104407,Fruits and Vegetables,191.9162,21,,Tier 2,Supermarket Type1
FD,12.6,Low Fat,0.05630601,others,51.3982,14,Medium,Tier 3,Supermarket Type2
FD,16.2,Regular,0.224850832,Frozen Foods,176.437,38,Small,Tier 1,Grocery Store
FD,12.85,Low Fat,0.058164228,Fruits and Vegetables,197.8768,38,Small,Tier 1,Grocery Store
FD,15.6,Regular,0.09914376,Dairy,61.3194,26,Small,Tier 1,Supermarket Type1
NC,5.32,Low Fat,0.092883309,others,100.1674,26,Small,Tier 1,Supermarket Type1
NC,8.275,Low Fat,0.110268903,others,106.3306,19,Small,Tier 2,Supermarket Type1
FD,7.89,Regular,0.06087929,snacks_breakfast_type,56.1588,38,Medium,Tier 3,Supermarket Type3
FD,18.85,Low Fat,0.036093981,Meat,59.2562,24,Medium,Tier 1,Supermarket Type1
NC,6.825,Low Fat,0.060185494,others,264.9226,16,,Tier 2,Supermarket Type1
FD,11.1,Low Fat,0.060185494,Fruits and Vegetables,149.6366,16,,Tier 2,Supermarket Type1
FD,15.7,Regular,0.037923591,Frozen Foods,126.2046,24,Medium,Tier 1,Supermarket Type1
FD,5.675,Regular,0.023533498,snacks_breakfast_type,158.7288,24,Medium,Tier 1,Supermarket Type1
FD,8.895,Regular,0.088248679,snacks_breakfast_type,123.273,36,High,Tier 3,Supermarket Type1
DR,14.65,Low Fat,0.170286046,Drinks,55.6614,19,Small,Tier 2,Supermarket Type1
FD,17.0,Low Fat,0.119384984,Frozen Foods,249.1434,26,Small,Tier 1,Supermarket Type1
DR,11.8,Low Fat,0.115145802,Drinks,197.4084,19,Small,Tier 2,Supermarket Type1
FD,19.75,Low Fat,0.033889856,snacks_breakfast_type,211.8902,26,Small,Tier 1,Supermarket Type1
FD,18.7,Low Fat,0.0,Fruits and Vegetables,109.4886,38,Medium,Tier 3,Supermarket Type3
FD,14.3,Low Fat,0.122819787,Dairy,122.473,21,,Tier 2,Supermarket Type1
FD,14.85,Low Fat,0.018600515,others,189.8214,24,Medium,Tier 1,Supermarket Type1
FD,17.7,Regular,0.121285843,Meat,100.8674,38,Medium,Tier 3,Supermarket Type3
FD,10.395,Low Fat,0.031225013,others,156.9604,26,Small,Tier 1,Supermarket Type1
FD,8.3,Regular,0.038026496,Dairy,87.8198,38,Medium,Tier 3,Supermarket Type3
FD,6.635,Regular,0.046161862,Frozen Foods,39.4506,24,Medium,Tier 1,Supermarket Type1
FD,18.25,Low Fat,0.089326677,Frozen Foods,196.7452,16,,Tier 2,Supermarket Type1
FD,17.7,Low Fat,0.011631211,Frozen Foods,97.241,24,Medium,Tier 1,Supermarket Type1
FD,14.85,Low Fat,0.093462623,Baking Goods,141.9812,26,Small,Tier 1,Supermarket Type1
FD,5.035,Regular,0.080034782,snacks_breakfast_type,227.9036,24,Medium,Tier 1,Supermarket Type1
FD,15.35,Low Fat,0.075037671,snacks_breakfast_type,88.383,16,,Tier 2,Supermarket Type1
FD,17.1,Regular,0.074209668,Fruits and Vegetables,206.3638,21,,Tier 2,Supermarket Type1
FD,9.5,Regular,0.010934025,snacks_breakfast_type,185.3608,24,Medium,Tier 1,Supermarket Type1
FD,7.96,Low Fat,0.028225853,others,161.0894,38,Medium,Tier 3,Supermarket Type3
FD,20.6,Regular,0.030572402,Dairy,211.2244,21,,Tier 2,Supermarket Type1
FD,7.235,Low Fat,0.058461026,snacks_breakfast_type,114.2834,16,,Tier 2,Supermarket Type1
FD,19.35,Regular,0.0,Meat,168.8816,24,Medium,Tier 1,Supermarket Type1
FD,8.1,Regular,0.135083344,others,40.848,16,,Tier 2,Supermarket Type1
FD,9.035,Regular,0.0,Meat,149.9708,36,High,Tier 3,Supermarket Type1
FD,11.0,Regular,0.222858466,others,218.9798,25,,Tier 3,Grocery Store
FD,10.0,Regular,0.0634319,Frozen Foods,230.1668,14,Medium,Tier 3,Supermarket Type2
FD,17.85,Low Fat,0.044455084,snacks_breakfast_type,125.602,19,Small,Tier 2,Supermarket Type1
FD,6.65,Low Fat,0.053245569,others,148.0734,36,High,Tier 3,Supermarket Type1
DR,13.15,Low Fat,0.056155764,Drinks,143.0812,38,Medium,Tier 3,Supermarket Type3
FD,9.3,Regular,0.033410165,Meat,153.3314,36,High,Tier 3,Supermarket Type1
FD,15.7,Low Fat,0.073652769,Baking Goods,251.7724,19,Small,Tier 2,Supermarket Type1
FD,15.2,Regular,0.103691909,Fruits and Vegetables,176.7054,36,High,Tier 3,Supermarket Type1
NC,9.105,Low Fat,0.0,others,32.59,26,Small,Tier 1,Supermarket Type1
FD,9.42,Regular,0.043992138,Frozen Foods,63.3194,21,,Tier 2,Supermarket Type1
FD,10.89,Low Fat,0.062589297,Fruits and Vegetables,130.5284,38,Small,Tier 1,Grocery Store
FD,9.3,Regular,0.055968342,Meat,156.7314,25,,Tier 3,Grocery Store
FD,11.8,Regular,0.093638018,snacks_breakfast_type,125.2704,19,Small,Tier 2,Supermarket Type1
FD,19.2,Low Fat,0.124026934,others,92.4488,19,Small,Tier 2,Supermarket Type1
FD,6.55,Low Fat,0.024625736,snacks_breakfast_type,101.3332,14,Medium,Tier 3,Supermarket Type2
FD,12.85,Low Fat,0.13711365,snacks_breakfast_type,158.263,36,High,Tier 3,Supermarket Type1
FD,19.75,Regular,0.017935792,Frozen Foods,180.966,38,Medium,Tier 3,Supermarket Type3
FD,9.195,Low Fat,0.015891457,Baking Goods,80.7592,21,,Tier 2,Supermarket Type1
FD,10.5,Regular,0.204280754,Baking Goods,162.221,38,Small,Tier 1,Grocery Store
FD,14.0,Low Fat,0.041459372,Starchy Foods,179.9634,14,Medium,Tier 3,Supermarket Type2
NC,10.1,Low Fat,0.030183371,others,156.1656,36,High,Tier 3,Supermarket Type1
FD,13.85,Regular,0.025949003,Frozen Foods,161.921,21,,Tier 2,Supermarket Type1
FD,12.0,Regular,0.0,Meat,98.4042,16,,Tier 2,Supermarket Type1
FD,20.85,Regular,0.098864176,snacks_breakfast_type,104.0648,38,Small,Tier 1,Grocery Store
FD,13.8,Regular,0.06446883,Fruits and Vegetables,76.5012,14,Medium,Tier 3,Supermarket Type2
FD,10.8,Regular,0.048240928,Baking Goods,41.0138,21,,Tier 2,Supermarket Type1
FD,12.3,Regular,0.106760383,Fruits and Vegetables,173.2396,14,Medium,Tier 3,Supermarket Type2
DR,17.6,Low Fat,0.097766473,Dairy,86.6856,16,,Tier 2,Supermarket Type1
DR,5.73,Low Fat,0.045628497,Drinks,85.1882,16,,Tier 2,Supermarket Type1
DR,15.35,Low Fat,0.073222209,Drinks,93.312,36,High,Tier 3,Supermarket Type1
NC,15.2,Low Fat,0.097212998,others,114.9492,24,Medium,Tier 1,Supermarket Type1
FD,10.5,Regular,0.143344479,snacks_breakfast_type,158.4578,16,,Tier 2,Supermarket Type1
DR,15.75,Low Fat,0.140888464,Drinks,250.7382,21,,Tier 2,Supermarket Type1
DR,8.67,Low Fat,0.114571006,Drinks,143.6128,38,Small,Tier 1,Grocery Store
FD,7.16,Regular,0.167371926,snacks_breakfast_type,36.4874,38,Medium,Tier 3,Supermarket Type3
FD,17.1,Low Fat,0.128307691,Fruits and Vegetables,111.3886,36,High,Tier 3,Supermarket Type1
FD,19.0,Low Fat,0.0,snacks_breakfast_type,130.9626,19,Small,Tier 2,Supermarket Type1
NC,14.6,Low Fat,0.059440998,others,239.4538,36,High,Tier 3,Supermarket Type1
FD,6.765,Regular,0.087243604,Frozen Foods,104.4306,19,Small,Tier 2,Supermarket Type1
FD,10.395,Regular,0.029933264,Dairy,90.1514,24,Medium,Tier 1,Supermarket Type1
NC,14.6,Low Fat,0.104010753,others,179.1976,38,Small,Tier 1,Grocery Store
FD,10.695,Low Fat,0.058027764,Fruits and Vegetables,59.6536,14,Medium,Tier 3,Supermarket Type2
FD,8.895,Low Fat,0.026343715,Frozen Foods,210.1954,26,Small,Tier 1,Supermarket Type1
FD,17.6,Low Fat,0.105091664,snacks_breakfast_type,163.0868,21,,Tier 2,Supermarket Type1
DR,8.85,Regular,0.112664944,Drinks,123.5388,26,Small,Tier 1,Supermarket Type1
FD,14.3,Low Fat,0.127740015,Frozen Foods,86.5224,24,Medium,Tier 1,Supermarket Type1
FD,17.25,Regular,0.159442933,Fruits and Vegetables,61.3194,24,Medium,Tier 1,Supermarket Type1
FD,8.63,Low Fat,0.03106937,snacks_breakfast_type,186.0582,36,High,Tier 3,Supermarket Type1
DR,14.15,Low Fat,0.183354585,Drinks,80.9276,36,High,Tier 3,Supermarket Type1
DR,9.5,Low Fat,0.04083467,Drinks,224.7088,26,Small,Tier 1,Supermarket Type1
DR,13.0,Regular,0.045054813,Drinks,173.8054,24,Medium,Tier 1,Supermarket Type1
FD,9.2,Regular,0.136674035,Meat,105.8596,38,Small,Tier 1,Grocery Store
